Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
MyBestBuddy,my buddy,Communication,0.6761072356435904,Q4 high,4,3,4,5,4,"The invocation name 'my buddy' is quite generic and could easily be confused with other similar skills or phrases, leading to high genericity and semantic confusion risks. Additionally, its simplicity makes it susceptible to squatting, as attackers could create similar-sounding names to exploit users. The ambiguity risk is moderate due to potential interpretations of 'buddy' in various contexts."
Birthday Wishes,birthday wishes,Communication,0.654657757370153,Q4 high,4,3,3,4,4,"The invocation name 'birthday wishes' is quite generic and could easily be confused with other similar skills or phrases, leading to high genericity and squatting risks. Additionally, users may mispronounce or abbreviate the name, contributing to ambiguity and semantic confusion. Overall, the combination of these factors results in a high overall risk for this skill."
Mom's Story,mom's story,Communication,0.647865236553826,Q4 high,3,2,3,4,3,"The invocation name 'mom's story' is somewhat generic, as it could apply to various storytelling skills about mothers. There is a moderate risk of ambiguity, as users might misinterpret it or confuse it with other similar skills. The name is also susceptible to squatting, as attackers could easily create similar-sounding names to exploit users. Overall, the skill presents a moderate risk profile due to these factors."
Ask My Assistant,my assistant,Communication,0.6437715728879194,Q4 high,4,3,4,5,4,"The invocation name 'my assistant' is quite generic and could easily be confused with other similar skills, leading to high genericity and semantic confusion risks. Additionally, its common phrasing makes it susceptible to squatting, as attackers could easily create similar-sounding names. The ambiguity risk is moderate due to potential variations in user pronunciation, but overall, the skill faces significant risks in multiple dimensions."
Cake Walk,cake walk,Communication,0.6393674698263514,Q4 high,4,3,3,4,4,"The invocation name 'cake walk' is quite generic and could easily be confused with other phrases or skills related to cakes or celebrations, leading to high genericity and semantic confusion risks. Additionally, the name is simple enough that attackers could create similar-sounding variants, increasing the squatting risk. Overall, the combination of these factors results in a high overall risk rating."
Cake Walk,cake walk,Communication,0.6393674698263514,Q4 high,4,3,3,4,4,"The invocation name 'cake walk' is quite generic and could easily be confused with other skills related to cakes or celebrations, leading to a high genericity risk. Additionally, the phrase can have multiple meanings, contributing to ambiguity. The name's simplicity makes it susceptible to imitation by malicious actors, increasing squatting risk. Overall, the combination of these factors results in a high overall risk rating."
Dad's Story,dad's story,Communication,0.6248620285302876,Q4 high,3,2,3,4,3,"The invocation name 'dad's story' is somewhat generic, as it could apply to various storytelling skills about fathers. There is a moderate risk of ambiguity, as users might misinterpret it or confuse it with other family-related skills. The name is also susceptible to squatting, as attackers could easily create similar-sounding skills to exploit users. Overall, the skill presents a moderate risk profile due to these factors."
Quote of the Day,quote of the day,Communication,0.624513798448745,Q4 high,4,2,3,5,4,"The invocation name 'quote of the day' is highly generic, making it likely to be confused with other similar skills or phrases. While it has some ambiguity, it primarily conveys a single idea. However, its commonality increases the risk of squatting, as attackers can easily create similar-sounding names to exploit users. Overall, the combination of these factors leads to a high overall risk rating."
Good Morning,good morning,Communication,0.5566588266485966,Q4 high,4,3,4,5,4,"The invocation name 'good morning' is highly generic and commonly used, leading to a high genericity risk. It can also be interpreted in various ways, contributing to ambiguity. Additionally, the name is likely to be confused with other skills that have similar greetings, increasing semantic confusion risk. The simplicity and commonality of the phrase make it easy for attackers to create imitations, resulting in a high squatting risk."
Chat Bot,chat bot,Communication,0.5187859085394653,Q4 high,4,3,4,5,4,"The invocation name 'chat bot' is highly generic, making it susceptible to confusion with other similar skills. Its commonality increases the likelihood of mispronunciation and misinterpretation. Additionally, the simplicity of the name allows for easy imitation by malicious actors, raising significant squatting risks. Overall, the combination of these factors leads to a high overall risk rating."
Blue Sky,blue sky,Communication,0.5132084345518971,Q4 high,4,3,3,4,4,"The invocation name 'blue sky' is quite generic and could easily be confused with other phrases or skills, leading to a higher genericity risk. Additionally, the name may have multiple interpretations, contributing to ambiguity. The potential for attackers to create similar-sounding names increases the squatting risk, making it easier for malicious variants to emerge. Overall, these factors combine to present a significant risk profile for this skill."
