Skill Name,Invocation Name,Category,baseline_risk_score,baseline_population_tier,llm_genericity_risk,llm_ambiguity_risk,llm_semantic_confusion_risk,llm_squatting_risk,llm_overall_risk,llm_reasoning
My burns,my burns,Communication,0.6906958980166669,Q4 high,5,0,3,4,4,"The invocation name 'my burns' is extremely generic and broad, making it easy to mispronounce or paraphrase. While the skill's description provides context, there is still a moderate risk of semantic confusion with other skills. The squatting risk is high due to the simplicity and commonality of the phrase. Overall, this skill has a high overall risk."
Programming Facts,programming facts,Communication,0.6864923760109666,Q4 high,1,0,1,1,2,"The invocation name 'programming facts' is mostly distinctive, with a clear meaning and no ambiguity. While it's possible to imagine someone mispronouncing or paraphrasing the name, it's not extremely generic or common. The risk of squatting or semantic confusion is low due to the unique combination of words. Overall, the risk is moderate, as users may still struggle to find this skill in a crowded list."
Motivational Quotes,motivational quotes,Communication,0.6777831712538253,Q4 high,3,1,2,2,2,"The invocation name 'motivational quotes' is moderately generic, as it's a common phrase used in everyday language. However, the ambiguity risk is low because the phrase has a clear meaning and is unlikely to be misinterpreted. The semantic confusion risk is moderate because users may confuse this skill with other quote-related skills. Squatting risk is also moderate because an attacker could create a similar-sounding invocation name. Overall, the risk is moderate due to the potential for semantic confusion and squatting."
Ask My Buddy,my buddy,Communication,0.6761072356435904,Q4 high,3,2,1,2,2,"The invocation name 'my buddy' is somewhat common, but not extremely generic. It may be mispronounced or abbreviated by users, which could lead to minor ambiguity. The phrase is unlikely to be confused with other skills due to its unique context and purpose. Squatting potential is moderate as an attacker might try to create a similar-sounding invocation name. Overall risk is low as the skill's purpose and context provide some protection against malicious exploitation."
MyBestBuddy,my buddy,Communication,0.6761072356435904,Q4 high,1,0,3,2,3,"The invocation name 'my buddy' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills, there is a moderate risk of semantic confusion due to the commonality of the phrase. The squatting potential is low, as it would require significant effort to create a malicious variant that sounds similar. Overall, the risk is moderate due to the moderate semantic confusion potential."
Birthday Wishes,birthday wishes,Communication,0.654657757370153,Q4 high,1,0,3,2,3,"The invocation name 'birthday wishes' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills that don't involve celebrations or gifts, there is a moderate risk of semantic confusion with skills that share similar themes. The squatting potential is low due to the specificity of the phrase, but an attacker could potentially create a malicious skill with a similar name. Overall, the risk is moderate due to the potential for semantic confusion and squatting."
Mom's Story,mom's story,Communication,0.647865236553826,Q4 high,1,0,1,1,2,"The invocation name 'mom's story' is mostly distinctive, making it less likely to be confused with other skills. However, the ambiguity risk is low because there is only one clear meaning associated with this skill. The semantic confusion risk is minimal as well, since this phrase is not commonly used in everyday conversation. Squatting potential is also very low due to the unique nature of the invocation name."
Ask My Assistant,my assistant,Communication,0.6437715728879194,Q4 high,1,0,3,2,3,"The invocation name 'my assistant' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting potential is low, as it would require significant effort to create a malicious variant that sounds similar. Overall, the risk is moderate due to the moderate semantic confusion and squatting risks."
Cake Walk,cake walk,Communication,0.6393674698263514,Q4 high,1,0,1,1,2,"The invocation name 'cake walk' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to the phrase's common usage in everyday language. The squatting risk is low as well, since the name doesn't seem particularly appealing or valuable for malicious purposes. Overall, while not negligible, the risks are relatively low."
Cake Walk,cake walk,Communication,0.6393674698263514,Q4 high,1,0,3,2,3,"The invocation name 'cake walk' is mostly distinctive, but not extremely unique. While it's unlikely to be confused with other skills due to its specificity, there is a moderate risk of semantic confusion if users mispronounce or paraphrase the name. The squatting risk is low because it's not an extremely common phrase, but still possible for malicious variants to imitate. Overall, the risk is moderate due to the potential for semantic confusion and squatting."
Dad's Story,dad's story,Communication,0.6248620285302876,Q4 high,0,1,1,1,1,"The invocation name 'dad's story' is highly distinctive and unique, making it difficult to confuse with other skills. The phrase is also very specific and unlikely to be mispronounced or paraphrased by users. While an attacker could potentially create a similar-sounding skill, the uniqueness of this name makes squatting or semantic confusion unlikely."
Quote of the Day,quote of the day,Communication,0.624513798448745,Q4 high,1,0,1,1,2,"The invocation name 'quote of the day' is mostly distinctive, making it less likely to be confused with other skills. However, there is a slight risk of semantic confusion due to its common phrase structure. The squatting risk is low as well, since it's not an extremely generic or broad everyday phrase. Overall, this skill has a moderate risk profile."
